접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고한 개업공인중개사 시군구명
2024,11620,관악구,10200,신림동,1,대지,571,5,모던하우스,20240131,21000,26.82,15.56,5,,,2019,연립다세대,직거래,
2024,11500,강서구,10800,공항동,1,대지,676,1,칠성하이츠빌,20240131,15000,35.36,20.75,3,,,2007,연립다세대,중개거래,서울 강서구
2024,11500,강서구,10500,마곡동,1,대지,758,1,마곡럭스나인오피스텔 엘동,20240131,15600,21.87,32.94,5,,,2017,오피스텔,중개거래,서울 강서구
2024,11530,구로구,10200,구로동,1,대지,44,8,비즈트위트 오렌지,20240131,15000,20.8,31.43,8,,,2013,오피스텔,중개거래,서울 영등포구
2024,11740,강동구,10900,천호동,1,대지,39,9,미래위너스,20240131,26400,29.96,19.16,4,,,2016,연립다세대,중개거래,서울 강동구
2024,11140,중구,14500,광희동1가,1,대지,89,1,광희동금호트윈 오피스텔,20240131,9850,21.96,31.13,14,,,1999,오피스텔,중개거래,서울 중구
2024,11710,송파구,11300,거여동,1,대지,605,0,휴먼빌 시티,20240131,18000,24.15,35.41,4,,,2020,오피스텔,중개거래,서울 송파구
2024,11380,은평구,10700,응암동,1,대지,91,7,CJ드림시티,20240131,12900,24.84,34.07,15,,,2004,오피스텔,중개거래,서울 은평구
2024,11500,강서구,10100,염창동,1,대지,253,6,링크253,20240131,21500,28.35,13.2,2,,,2016,연립다세대,중개거래,서울 강서구
2024,11380,은평구,10900,신사동,1,대지,355,0,현대2,20240131,55800,84.83,0,4,,,1994,아파트,중개거래,서울 은평구
2024,11530,구로구,11000,온수동,1,대지,86,10,에코그린빌,20240131,23900,29.56,23.85,2,,,2019,연립다세대,직거래,
2024,11590,동작구,10700,사당동,1,대지,321,25,에덴빌,20240130,55000,83.38,47.27,4,,,2008,연립다세대,직거래,
2024,11530,구로구,10200,구로동,1,대지,166,34,유니아트빌,20240130,28000,52.17,26.25,2,,20240130,2019,연립다세대,중개거래,서울 구로구
2024,11620,관악구,10100,봉천동,1,대지,1717,0,관악푸르지오,20240130,73000,59.58,0,8,,,2004,아파트,중개거래,서울 관악구
2024,11530,구로구,10200,구로동,1,대지,166,34,유니아트빌,20240130,36500,52.17,26.25,2,,,2019,연립다세대,중개거래,서울 구로구
2024,11740,강동구,10500,길동,1,대지,343,2,현대웰하임(201동),20240130,8000,14.47,0,2,,,2012,아파트,중개거래,서울 강동구
2024,11500,강서구,10500,마곡동,1,대지,776,2,마곡센트럴대방디엠시티오피스텔,20240130,17500,24.02,34.5,9,,,2017,오피스텔,중개거래,서울 강서구
2024,11560,영등포구,12800,양평동4가,1,대지,257,0,양화빌4차,20240130,28000,25.57,16.2,5,,,2016,연립다세대,중개거래,서울 영등포구
2024,11530,구로구,10700,개봉동,1,대지,108,19,혜성팰리스,20240130,20800,22.1,13.84,7,,,2019,연립다세대,직거래,
2024,11710,송파구,11300,거여동,1,대지,178,6,인투파크거여,20240130,27000,23.32,11,2,,,2020,연립다세대,중개거래,서울 송파구
2024,11305,강북구,10200,번동,1,대지,148,165,일승주택,20240130,22000,43.01,22.92,2,,,1992,연립다세대,직거래,
2024,11740,강동구,10900,천호동,1,대지,142,30,골드센텀,20240130,37000,44.91,29.04,5,,,2022,연립다세대,직거래,
2024,11680,강남구,10800,논현동,1,대지,249,9,아츠논현,20240130,148510,38.99,0,14,분양권,,0,아파트,직거래,
2024,11230,동대문구,10600,장안동,1,대지,415,10,글로벌팰리스,20240130,28000,22.79,0,14,,,2019,아파트,중개거래,서울 동대문구
2024,11710,송파구,10200,신천동,1,대지,7,0,장미1,20240130,195800,82.45,0,7,,,1979,아파트,중개거래,서울 송파구
2024,11560,영등포구,10200,영등포동1가,1,대지,127,0,신한헤스티아,20240130,12000,18.01,28.65,9,,20240130,2016,오피스텔,직거래,
2024,11230,동대문구,10900,휘경동,1,대지,258,0,리브인,20240130,34000,29.95,35.77,6,,,2022,오피스텔,중개거래,"경기 성남수정구, 서울 동대문구"
2024,11620,관악구,10100,봉천동,1,대지,706,13,다세대주택(706-13),20240130,16300,22.74,17.15,2,,,2019,연립다세대,중개거래,서울 관악구
2024,11590,동작구,10300,상도1동,1,대지,419,3,종로빌리지,20240130,40000,69.13,48.37,3,,,1991,연립다세대,중개거래,서울 강남구
2024,11545,금천구,10200,독산동,1,대지,1006,115,중앙하이빌1동2동,20240130,23000,28.68,14.88,4,,,2016,연립다세대,직거래,
2024,11320,도봉구,10800,도봉동,1,대지,51,12,중흥에스-클래스,20240130,55000,85,0,3,,,2004,아파트,중개거래,서울 도봉구
2024,11140,중구,12100,회현동1가,,,,,,20240130,25000,19.83,43,,,,1946,단독다가구,중개거래,서울 중구
2024,11500,강서구,10300,화곡동,1,대지,867,2,더하우스,20240130,18700,29.86,27.82,5,,,2017,연립다세대,직거래,
2024,11560,영등포구,10200,영등포동1가,1,대지,121,5,여의도리슈빌DS,20240130,20600,21.41,31.43,7,,,2020,오피스텔,중개거래,서울 영등포구
2024,11380,은평구,10800,역촌동,1,대지,57,18,가람채,20240130,23100,29.97,19.34,2,,,2016,연립다세대,중개거래,"서울 서대문구, 서울 은평구"
2024,11140,중구,17400,만리동2가,1,대지,176,1,서울역센트럴자이,20240130,185000,89.9,0,3,,,2017,아파트,중개거래,서울 용산구
2024,11350,노원구,10500,상계동,1,대지,147,7,풀하우스,20240130,28600,29.9,20.97,2,,,2014,연립다세대,중개거래,서울 노원구
2024,11440,마포구,11100,신수동,1,대지,426,4,도시빌라,20240130,45700,84.3,37.52,1,,,1995,연립다세대,중개거래,서울 마포구
2024,11740,강동구,10900,천호동,1,대지,90,2,도우빌라,20240130,36700,48.69,46.66,-1,,,1991,연립다세대,중개거래,서울 강동구
2024,11410,서대문구,10300,합동,1,대지,116,0,SK리쳄블,20240130,22000,34.22,46.81,6,,,2005,오피스텔,직거래,
2024,11260,중랑구,10100,면목동,1,대지,1543,0,한양수자인사가정파크,20240130,80000,84.99,0,7,,,2019,아파트,중개거래,서울 광진구
2024,11200,성동구,10700,행당동,1,대지,298,86,에뜨롬행당,20240130,58000,35.65,18.32,7,,,2023,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,926,5,한양아이클래스,20240130,9400,13.79,0,10,,,2013,아파트,중개거래,서울 영등포구
2024,11740,강동구,10800,성내동,1,대지,564,3,로뎀하우스,20240130,37800,53.87,30.76,2,,,2012,연립다세대,중개거래,서울 강동구
2024,11380,은평구,10800,역촌동,1,대지,6,34,산촌드림빌,20240130,20800,64.58,35.03,5,,,2003,연립다세대,중개거래,"서울 성북구, 서울 은평구"
2024,11260,중랑구,10100,면목동,1,대지,142,38,부남빌라,20240130,22000,40.85,18.47,-1,,,1997,연립다세대,중개거래,서울 중랑구
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,43.37,22.47,6,,,2022,연립다세대,직거래,
2024,11545,금천구,10100,가산동,1,대지,139,3,램킨푸르지오시티,20240129,10800,21.38,30.63,9,,,2013,오피스텔,직거래,
2024,11560,영등포구,11500,당산동5가,1,대지,9,3,당산역해링턴타워,20240129,21500,23.92,33.23,13,,,2015,오피스텔,중개거래,서울 영등포구
2024,11140,중구,16200,신당동,1,대지,846,0,신당동파라다이스,20240129,82000,84.77,0,6,,,2000,아파트,중개거래,서울 중구
2024,11530,구로구,10200,구로동,1,대지,97,0,로제리움2차,20240129,10000,19.74,27.82,6,,,2014,오피스텔,중개거래,서울 구로구
2024,11620,관악구,10100,봉천동,1,대지,870,1,해주타워,20240129,10700,22,31.55,7,,,2000,오피스텔,중개거래,서울 관악구
2024,11545,금천구,10200,독산동,1,대지,905,31,지오빌,20240129,20500,33.53,22.56,2,,,2013,연립다세대,중개거래,서울 관악구
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,58.04,30.07,4,,,2022,연립다세대,직거래,
2024,11200,성동구,12200,용답동,1,대지,121,0,청계 SK VIEW,20240129,95815,59.87,0,34,입주권,,0,아파트,직거래,
2024,11110,종로구,16600,연건동,1,대지,101,0,예림주택,20240129,16500,30.3,11.44,-1,,,2000,연립다세대,직거래,
2024,11230,동대문구,10900,휘경동,1,대지,336,32,캠퍼스드림오피스텔,20240129,20500,16.04,0,14,,,2020,아파트,중개거래,서울 동대문구
2024,11650,서초구,10800,서초동,1,대지,1328,11,대우도씨에빛2,20240129,39000,38.81,50.85,16,,,2005,오피스텔,중개거래,서울 서초구
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,52.92,27.42,5,,,2022,연립다세대,직거래,
2024,11710,송파구,10200,신천동,1,대지,17,0,파크리오,20240129,200000,84.9,0,19,,,2008,아파트,직거래,
2024,11290,성북구,13500,종암동,1,대지,128,0,극동,20240129,76000,114.75,0,12,,,2000,아파트,중개거래,서울 성북구
2024,11290,성북구,13500,종암동,1,대지,128,0,극동,20240129,63000,59.67,0,6,,,2000,아파트,중개거래,서울 성북구
2024,11740,강동구,10900,천호동,1,대지,290,13,신주리버빌,20240129,33700,26.4,18.02,3,,,2020,연립다세대,중개거래,서울 강동구
2024,11380,은평구,10900,신사동,1,대지,5,42,삼원제우스(5-42),20240129,30000,45.64,26.54,4,,,2016,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,463,0,동원베네스트,20240129,69000,105.05,0,2,,,2012,아파트,중개거래,서울 서대문구
2024,11230,동대문구,10200,용두동,1,대지,787,0,동의보감타워,20240129,17000,36.02,49.34,14,,,2005,오피스텔,중개거래,서울 동대문구
2024,11140,중구,16200,신당동,1,대지,140,23,신당역솔하임,20240129,17000,14.08,0,14,,,2016,아파트,중개거래,서울 중구
2024,11500,강서구,10300,화곡동,1,대지,918,15,(918-15),20240129,8000,33.37,41.77,6,,,1997,오피스텔,직거래,
2024,11500,강서구,10300,화곡동,1,대지,56,347,화성빌라(56-347),20240129,16850,42,20.24,4,,,2002,연립다세대,중개거래,서울 강서구
2024,11230,동대문구,10700,청량리동,1,대지,234,2,현대,20240129,52000,82.18,0,1,,,1987,아파트,직거래,
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,53.19,27.56,5,,,2022,연립다세대,직거래,
2024,11320,도봉구,10600,방학동,1,대지,624,18,더하우스11차,20240129,12000,44.01,25.05,4,,,2008,연립다세대,중개거래,서울 도봉구
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,58.28,30.15,3,,,2022,연립다세대,직거래,
2024,11320,도봉구,10500,쌍문동,1,대지,69,5,푸른숲빌(A동),20240129,28000,43.9,28.69,3,,,2017,연립다세대,직거래,
2024,11230,동대문구,10300,제기동,1,대지,1213,0,어진재,20240129,16300,15.61,0,3,,,2014,아파트,중개거래,서울 동대문구
2024,11470,양천구,10100,신정동,1,대지,128,44,DH프라임,20240129,36400,44.64,27.75,4,,,2016,연립다세대,중개거래,서울 양천구
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,50.13,25.98,6,,,2022,연립다세대,직거래,
2024,11320,도봉구,10700,창동,1,대지,609,137,현대빌라(609-137),20240129,15000,35.4,16.69,2,,,1991,연립다세대,직거래,
2024,11200,성동구,12200,용답동,1,대지,52,9,DDOSTARCITY,20240129,51500,29.99,18.87,3,,,2023,연립다세대,중개거래,"서울 강남구, 서울 성동구"
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,58.19,30.15,2,,,2022,연립다세대,직거래,
2024,11350,노원구,10200,월계동,1,대지,929,0,현대,20240129,84500,114.99,0,16,,,2000,아파트,중개거래,서울 노원구
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,58.28,30.2,4,,,2022,연립다세대,직거래,
2024,11440,마포구,12300,망원동,1,대지,475,18,새롬빌라,20240129,29500,43.6,26.98,4,,,2002,연립다세대,중개거래,서울 마포구
2024,11500,강서구,10500,마곡동,1,대지,760,0,마곡나루역보타닉푸르지오시티,20240129,23000,22.2,31.65,12,,,2017,오피스텔,중개거래,서울 양천구
2024,11680,강남구,10600,대치동,1,대지,511,0,한보미도맨션2,20240129,325000,126.33,0,3,,,1985,아파트,중개거래,서울 강남구
2024,11410,서대문구,10300,합동,1,대지,116,0,SK리쳄블,20240129,26400,41.57,56.87,12,,,2005,오피스텔,중개거래,"서울 서대문구, 서울 중구"
2024,11500,강서구,10300,화곡동,1,대지,56,323,화성빌라A동(56-323),20240129,8000,28.53,13.35,4,,,2001,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,58.28,30.2,2,,,2022,연립다세대,직거래,
2024,11215,광진구,10500,자양동,1,대지,610,27,(610-27),20240129,23800,39.27,25.62,1,,,1986,연립다세대,중개거래,서울 광진구
2024,11350,노원구,10200,월계동,1,대지,436,0,동신,20240129,62000,92.84,0,4,,,1983,아파트,중개거래,서울 노원구
2024,11200,성동구,10900,금호동1가,1,대지,280,0,이편한세상금호파크힐스,20240129,135000,59.98,0,17,,,2019,아파트,중개거래,서울 성동구
2024,11545,금천구,10300,시흥동,1,대지,1013,0,관악산벽산타운5,20240129,57900,84.97,0,10,,,2004,아파트,중개거래,서울 금천구
2024,11380,은평구,10200,녹번동,1,대지,281,0,북한산푸르지오,20240129,79000,59.99,0,3,,,2015,아파트,중개거래,서울 은평구
2024,11620,관악구,10200,신림동,1,대지,1726,0,우정하이비전2,20240129,70000,84.58,0,12,,,2004,아파트,중개거래,서울 관악구
2024,11230,동대문구,10400,전농동,1,대지,127,38,현대캐슬(127-38),20240129,40000,29.91,18.19,6,,,2018,연립다세대,중개거래,서울 동대문구
2024,11530,구로구,10200,구로동,1,대지,807,23,(807-23),20240129,14000,39.81,0,1,,,1997,아파트,중개거래,서울 영등포구
2024,11530,구로구,10200,구로동,1,대지,611,26,구로동복합건물OPUS1,20240129,14950,31.2,40.59,9,,,2004,오피스텔,중개거래,서울 구로구
2024,11350,노원구,10300,공릉동,1,대지,513,6,로얄팰리스,20240129,31504,58.19,30.15,3,,,2022,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,22,5,잠실리시온,20240129,40000,43.05,56.73,10,,,2004,오피스텔,중개거래,서울 송파구
2024,11500,강서구,10200,등촌동,1,대지,78,7,길훈엔트런스빌,20240129,16000,27.29,40.42,7,,,2004,오피스텔,중개거래,서울 강서구
2024,11200,성동구,10400,도선동,1,대지,257,0,왕십리렉스프리미엄오피스텔,20240129,24500,18.63,27.45,9,,,2020,오피스텔,중개거래,서울 성동구
2024,11680,강남구,10300,개포동,1,대지,660,1,디에이치 퍼스티어 아이파크,20240129,74881,35,0,17,분양권,,0,아파트,중개거래,경기 하남시
2024,11530,구로구,10200,구로동,1,대지,469,5,현대가우스빌(469-5),20240129,30000,43.62,26.73,5,,,2016,연립다세대,중개거래,서울 금천구
2024,11230,동대문구,10900,휘경동,1,대지,319,5,휘경동 코업레지던스,20240129,6800,13.86,19.02,3,,,2002,오피스텔,중개거래,서울 동대문구
2024,11380,은평구,10800,역촌동,1,대지,11,44,명진하이빌(11-44),20240128,29000,44.16,29.42,4,,,2014,연립다세대,중개거래,서울 은평구
2024,11380,은평구,10400,갈현동,1,대지,539,0,한솔,20240128,46200,59.94,0,11,,,1997,아파트,중개거래,서울 은평구
2024,11215,광진구,10500,자양동,1,대지,229,44,아데나팰리스2차,20240128,32000,26.57,18.3,5,,,2016,연립다세대,중개거래,서울 광진구
2024,11500,강서구,10300,화곡동,1,대지,1129,23,무지개빌라2차,20240128,16500,32.88,22,3,,,1991,연립다세대,중개거래,서울 강서구
2024,11530,구로구,10800,오류동,1,대지,171,8,양지마을(171-8),20240128,45800,59.58,33.28,4,,,2022,연립다세대,직거래,
2024,11710,송파구,11300,거여동,1,대지,178,6,인투파크거여,20240128,23000,18.69,8.82,2,,,2020,연립다세대,직거래,
2024,11200,성동구,10200,하왕십리동,1,대지,990,0,한신무학,20240128,103000,114.59,0,3,,,1989,아파트,중개거래,서울 성동구
2024,11470,양천구,10200,목동,1,대지,538,28,목동하이츠빌라비동,20240127,27000,44.59,21.3,3,,,1994,연립다세대,중개거래,서울 양천구
2024,11410,서대문구,11900,북가좌동,1,대지,371,1,월드컵현대,20240127,81500,84.93,0,12,,,1998,아파트,중개거래,서울 서대문구
2024,11230,동대문구,10900,휘경동,1,대지,246,0,맥스타워,20240127,17000,16.76,25.95,3,,,2021,오피스텔,중개거래,서울 동대문구
2024,11470,양천구,10200,목동,1,대지,796,10,올림푸스(796-10),20240127,23000,42.11,24.49,4,,,2011,연립다세대,중개거래,서울 양천구
2024,11740,강동구,10700,암사동,1,대지,414,2,롯데캐슬퍼스트,20240127,112500,59.99,0,28,,,2008,아파트,중개거래,서울 강동구
2024,11320,도봉구,10700,창동,1,대지,7,0,월가타워,20240127,9500,15.49,0,12,,,2013,아파트,중개거래,서울 도봉구
2024,11440,마포구,12600,중동,1,대지,398,0,울트라월드컵(참누리),20240127,104500,84.94,0,13,,,2006,아파트,중개거래,서울 마포구
2024,11215,광진구,10700,화양동,1,대지,113,1,광진코지웰,20240127,16700,18.63,0,10,,,2014,아파트,중개거래,서울 광진구
2024,11215,광진구,10500,자양동,1,대지,813,0,광진하우스토리한강,20240127,155700,143.36,0,13,,,2008,아파트,직거래,
2024,11200,성동구,10200,하왕십리동,1,대지,1064,0,왕십리지웰,20240127,61000,84.96,0,7,,,2009,아파트,직거래,
2024,11470,양천구,10300,신월동,1,대지,523,6,모던그린힐,20240127,31500,69.75,39.24,5,,,2009,연립다세대,중개거래,"서울 강서구, 서울 양천구"
2024,11305,강북구,10300,수유동,1,대지,274,5,(274-5),20240127,13000,23.37,31.64,8,,,2017,오피스텔,중개거래,서울 강북구
2024,11530,구로구,10200,구로동,1,대지,110,1,희훈타워빌,20240127,65000,142.59,0,7,,,1998,아파트,중개거래,인천 계양구
2024,11560,영등포구,12400,문래동6가,1,대지,38,1,문래베어스타운,20240127,80500,59.95,0,11,,,1997,아파트,중개거래,서울 영등포구
2024,11560,영등포구,10300,영등포동2가,1,대지,332,3,밀레니엄시티,20240127,22500,27.37,39.55,11,,,2018,오피스텔,중개거래,서울 영등포구
2024,11380,은평구,11400,진관동,1,대지,102,0,박석고개1단지힐스테이트(116~131동)BL2-1,20240127,78500,59.85,0,4,,,2009,아파트,중개거래,서울 은평구
2024,11710,송파구,11100,방이동,1,대지,157,0,방이금호어울림,20240127,99000,84.3,0,1,,,2001,아파트,중개거래,서울 송파구
2024,11740,강동구,10200,고덕동,1,대지,312,0,배재현대,20240127,86000,59.94,0,18,,,1995,아파트,중개거래,서울 강동구
2024,11380,은평구,10700,응암동,1,대지,767,0,백련산에스케이뷰아이파크,20240127,85500,59.85,0,13,,,2020,아파트,중개거래,서울 은평구
2024,11740,강동구,10700,암사동,1,대지,510,27,(510-27),20240127,24000,34.18,21.94,3,,,2013,연립다세대,중개거래,서울 강동구
2024,11410,서대문구,11800,홍은동,1,대지,265,350,홍은드림아파트,20240127,46000,84.9,0,3,,,2012,아파트,직거래,
2024,11410,서대문구,11100,홍제동,1,대지,6,135,(6-135),20240127,15000,48.97,33,-1,,,1987,연립다세대,중개거래,서울 서대문구
2024,11440,마포구,12500,성산동,1,대지,593,1,벽산상암스마트큐브,20240127,14800,19.2,28.1,5,,,2017,오피스텔,중개거래,서울 서초구
2024,11305,강북구,10300,수유동,1,대지,535,201,현대그랑빌(B),20240127,15000,36.18,21.41,3,,,2000,연립다세대,중개거래,서울 강북구
2024,11380,은평구,10800,역촌동,1,대지,41,34,현대공간아트(41-34),20240127,19500,46.28,20.51,3,,,1994,연립다세대,중개거래,서울 은평구
2024,11620,관악구,10100,봉천동,1,대지,1703,0,봉천동아,20240127,66000,59.76,0,10,,,2000,아파트,중개거래,"서울 관악구, 서울 동작구"
2024,11410,서대문구,11600,창천동,1,대지,510,2,3RU-City,20240127,23300,25.06,0,12,,,2013,아파트,중개거래,서울 마포구
2024,11590,동작구,10200,상도동,1,대지,410,0,현대201동,20240127,59900,59.91,0,4,,20240130,1995,아파트,중개거래,서울 관악구
2024,11590,동작구,10200,상도동,1,대지,410,0,현대201동,20240127,59900,59.91,0,4,,20240130,1995,아파트,중개거래,서울 관악구
2024,11200,성동구,11300,옥수동,1,대지,4,0,현대,20240127,148000,104.41,0,3,,,1990,아파트,중개거래,서울 성동구
2024,11590,동작구,10700,사당동,1,대지,1133,0,삼성래미안,20240127,134000,158.47,0,13,,,2003,아파트,중개거래,서울 동작구
2024,11710,송파구,11400,마천동,1,대지,211,35,삼영빌라,20240127,64500,31.12,15.44,3,,,1995,연립다세대,중개거래,서울 송파구
2024,11350,노원구,10500,상계동,1,대지,749,5,상계주공4(고층),20240127,59500,62.1,0,12,,,1988,아파트,중개거래,서울 노원구
2024,11560,영등포구,13200,신길동,,,,,,20240127,59800,113.47,75,,,,1993,단독다가구,중개거래,서울 영등포구
2024,11590,동작구,10200,상도동,1,대지,363,164,상도휴엔하임,20240127,14400,14.7,0,8,,,2016,아파트,중개거래,서울 동작구
2024,11260,중랑구,10200,상봉동,1,대지,101,19,상봉베스트원,20240127,12500,12.95,0,7,,,2019,아파트,중개거래,서울 중랑구
2024,11440,마포구,12700,상암동,1,대지,1734,0,상암 한화 오벨리스크,20240127,10500,19.93,25.83,9,,,2013,오피스텔,중개거래,서울 마포구
2024,11200,성동구,10400,도선동,1,대지,46,0,W에비뉴타워,20240127,23000,23.32,23.32,8,,,2018,오피스텔,중개거래,서울 성동구
2024,11290,성북구,10300,돈암동,1,대지,644,0,돈암코오롱하늘채,20240127,98000,84.86,0,10,,,2016,아파트,중개거래,서울 성북구
2024,11620,관악구,10100,봉천동,1,대지,1730,0,e편한세상서울대입구1단지,20240127,112400,84.92,0,6,,,2019,아파트,중개거래,서울 관악구
2024,11710,송파구,10700,가락동,1,대지,140,0,가락(1차)쌍용아파트,20240127,109500,59.92,0,7,,,1997,아파트,중개거래,서울 송파구
2024,11710,송파구,10800,문정동,1,대지,618,0,파크하비오,20240127,46000,48.93,62.01,15,,,null,오피스텔,중개거래,서울 송파구
2024,11410,서대문구,11600,창천동,1,대지,72,22,더이음,20240127,22000,17.75,31.04,9,,,2021,오피스텔,중개거래,서울 송파구
2024,11440,마포구,10300,신공덕동,1,대지,1,48,갑을명가시티2,20240127,12500,16.76,25.62,5,,,null,오피스텔,중개거래,서울 강남구
2024,11170,용산구,13000,이태원동,,,,,,20240127,95000,135.19,89,,,,1993,단독다가구,중개거래,서울 용산구
2024,11590,동작구,10200,상도동,1,대지,7,23,강남렉스빌,20240127,41000,69.19,39.39,2,,,2007,연립다세대,중개거래,서울 동작구
2024,11350,노원구,10300,공릉동,1,대지,81,0,태강아파트(아이파크),20240127,46500,49.6,0,2,,,1999,아파트,중개거래,서울 노원구
2024,11710,송파구,10800,문정동,1,대지,624,0,송파 아이파크,20240127,28200,29.88,42.82,5,,,2015,오피스텔,중개거래,서울 송파구
2024,11500,강서구,10800,공항동,1,대지,53,93,수명그린빌에이동비동,20240127,30000,39.72,27.05,2,,,2016,연립다세대,중개거래,서울 강서구
2024,11710,송파구,10100,잠실동,1,대지,22,0,리센츠,20240127,240000,84.99,0,19,,,2008,아파트,중개거래,서울 송파구
2024,11380,은평구,10500,구산동,1,대지,211,5,중앙하이츠빌,20240127,23000,53.1,28.62,2,,,2009,연립다세대,중개거래,"서울 은평구, 인천 서구"
2024,11740,강동구,10800,성내동,1,대지,410,2,중앙하이츠,20240127,55000,61.36,0,4,,,2001,아파트,중개거래,서울 강동구
2024,11230,동대문구,10600,장안동,1,대지,416,2,슈프림오피스텔,20240127,12700,24.53,30.99,6,,,2012,오피스텔,중개거래,서울 동대문구
2024,11350,노원구,10300,공릉동,1,대지,715,0,시영3차(라이프)아파트,20240127,32000,34.44,0,14,,,1994,아파트,중개거래,서울 노원구
2024,11560,영등포구,11500,당산동5가,1,대지,13,0,당산효성타운2차,20240127,120000,84.38,0,13,,,2001,아파트,중개거래,서울 영등포구
2024,11530,구로구,10100,신도림동,1,대지,337,0,신도림1차푸르지오,20240127,68000,78.03,114.24,6,,,2007,오피스텔,중개거래,서울 구로구
2024,11545,금천구,10100,가산동,1,대지,139,3,램킨푸르지오시티,20240127,11900,21.38,30.63,9,,,2013,오피스텔,중개거래,서울 금천구
2024,11590,동작구,10100,노량진동,1,대지,325,0,신동아리버파크,20240127,102000,84.88,0,22,,,2001,아파트,중개거래,서울 동작구
2024,11290,성북구,13500,종암동,1,대지,135,0,종암2차SKVIEW,20240127,110000,119.87,0,11,,,2010,아파트,중개거래,서울 성북구
2024,11470,양천구,10300,신월동,1,대지,469,2,조은빌리지,20240127,21000,38.67,23.07,3,,,2014,연립다세대,중개거래,서울 성북구
2024,11470,양천구,10300,신월동,1,대지,469,2,조은빌리지,20240127,21000,38.67,23.07,3,,20240129,2014,연립다세대,중개거래,서울 성북구
2024,11470,양천구,10300,신월동,1,대지,987,1,신월시영,20240127,60200,59.49,0,10,,,1988,아파트,중개거래,서울 양천구
2024,11470,양천구,10300,신월동,1,대지,987,1,신월시영,20240127,60000,59.49,0,10,,,1988,아파트,중개거래,서울 양천구
2024,11260,중랑구,10100,면목동,1,대지,715,0,늘푸른동아,20240127,59500,59.65,0,12,,,2002,아파트,중개거래,서울 중랑구
2024,11440,마포구,11100,신수동,1,대지,462,0,신촌숲아이파크,20240127,143500,59.75,0,26,,,2019,아파트,중개거래,서울 마포구
2024,11410,서대문구,11700,연희동,1,대지,122,3,정연 지오빌,20240127,10500,19.44,25.26,5,,,2002,오피스텔,중개거래,서울 은평구
2024,11740,강동구,10200,고덕동,1,대지,688,0,래미안힐스테이트고덕,20240127,118000,59.35,0,29,,,2016,아파트,중개거래,서울 강동구
2024,11740,강동구,10300,상일동,1,대지,521,0,고덕자이,20240127,109000,59.71,0,14,,,2021,아파트,중개거래,서울 강동구
2024,11380,은평구,11400,진관동,1,대지,100,3,아이파크 포레스트 게이트,20240127,14000,24.91,35.78,27,,,2013,오피스텔,중개거래,서울 은평구
2024,11740,강동구,10200,고덕동,1,대지,688,0,래미안힐스테이트고덕,20240127,116000,59.35,0,29,,,2016,아파트,중개거래,서울 강동구
2024,11380,은평구,10500,구산동,1,대지,23,18,고은집B,20240127,21500,63.62,24.89,4,,,2003,연립다세대,중개거래,서울 은평구
2024,11215,광진구,10500,자양동,1,대지,788,0,자양7차현대홈타운,20240127,105000,59.94,0,12,,,2001,아파트,중개거래,서울 광진구
2024,11380,은평구,10600,대조동,1,대지,6,18,나이스홈,20240127,23000,29.98,0,11,,,2012,아파트,중개거래,서울 은평구
2024,11260,중랑구,10400,묵동,1,대지,302,9,양지빌라트(302-9),20240127,28500,67.35,30.05,4,,,2003,연립다세대,중개거래,서울 중랑구
2024,11440,마포구,10800,대흥동,1,대지,12,27,이대역 푸르지오 시티,20240127,24000,28.8,39.6,4,,,2013,오피스텔,중개거래,서울 마포구
2024,11380,은평구,11400,진관동,1,대지,100,0,은평헤스티아,20240127,12500,26.23,39.39,8,,,2015,오피스텔,중개거래,서울 은평구
2024,11215,광진구,10300,구의동,1,대지,669,0,에버그린,20240127,34000,26.41,19.4,4,,,2019,연립다세대,중개거래,서울 광진구
2024,11380,은평구,11400,진관동,1,대지,62,0,은평스카이뷰자이,20240127,100000,84.75,0,15,,,2019,아파트,중개거래,서울 은평구
2024,11215,광진구,10300,구의동,1,대지,35,48,금화빌라,20240127,20000,38.18,24.9,1,,,1997,연립다세대,중개거래,서울 광진구
